IRASPSC,RA_IRAS,DEC_IRAS,ID_SIM,sample,JCMT,mapping,APEX,gp,flag,RA,DEC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,chem,DIST_BEST_TYPE,DIST_BEST,EDIST_BEST,GRAMS_lum_used,GRAMS_DPR_used,Lcom,dLcom,dLcom_D,MLRcom,dMLRcom,dMLRcom_D,HIP,Teff,Lum,Est. log(g),Av,errAv,XS_MIR,d,delta d / d,Data,Ndup(2-1),Ndup(3-2),F_cont,F_cont_per_beam,F_CO,F_CO_per_beam
"IRAS 17599-3653",270.82500,-36.885300,"RAFGL 5430","extreme",1,0,1,0,"--",18.000000,-36.000000,20.000000,6.0000000,92,"E","M",1988.0000,"O","LUM",1.5404200,"nan",3075.2900,2.8749700e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.8632600,0.0020702900,1413.0600,1.5700700
"IRAS 18009-2407",271.01100,-24.118600,"OH 6.235 -1.115","extreme",0,0,0,1,"--",18.000000,-24.000000,0.68000000,0.68000000,90,"D","R",1997.0000,"O","LUM",1.5816200,"nan",2853.3900,1.2400000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.97696800,0.0010855200,488.65100,0.54294500
"IRAS 18139-1952",274.23800,-19.852300,"IRAS 18139-1952","extreme",1,0,0,0,"--",18.000000,-19.000000,0.0000000,0.0000000,0,"D","I",2010.0000,"O","LUM",1.4360200,"nan",4472.1400,4.6440500e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.4849900,0.0049833200,2890.9200,3.2121300
"IRAS 18155-1206",274.58900,-12.089100,"IRAS 18155-1206","extreme",1,0,0,0,"--",18.000000,-12.000000,49.000000,8.0000000,87,"E","M",1988.0000,"O","LUM",1.9873000,"nan",1000.0000,1.7000000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.89438100,0.00099375700,451.93900,0.50215400
"IRAS 18162-0246",274.70800,-2.7581700,"RAFGL 5466","extreme",1,0,0,0,"--",18.000000,-2.0000000,29.000000,7.0000000,86,"E","M",1988.0000,"O","LUM",2.1289800,"nan",2456.4600,2.1226100e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.65340400,0.00072600500,514.02100,0.57113500
"IRAS 18216-1617",276.13300,-16.267500,"RAFGL 2143","extreme",1,0,0,0,"--",18.000000,-16.000000,0.080000000,0.080000000,0,"B","N",2003.0000,"O","LUM",1.3124300,"nan",2647.4900,3.1611700e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.1485800,0.0068317600,2181.4500,2.4238300
"IRAS 18257-1000",277.11900,-9.9716000,"V* V441 Sct","extreme",0,0,0,1,"--",18.000000,-9.0000000,0.060000000,0.060000000,90,"B","I",2003.0000,"O","LUM",1.9333200,"nan",3572.2200,5.5058700e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.3995000,0.0071105500,1956.4300,2.1738100
"IRAS 18273-0738",277.52800,-7.6143200,"OH 23.7 +1.2","extreme",0,0,0,1,"--",18.000000,-7.0000000,0.070000000,0.070000000,90,"B","N",2003.0000,"O","LUM",2.0634800,"nan",3075.2900,2.1632600e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.4888100,0.0016542300,559.77000,0.62196700
"IRAS 18298-2111",278.21100,-21.160400,"RAFGL 5501","extreme",1,0,0,0,"--",18.000000,-21.000000,0.080000000,0.080000000,90,"B","I",2003.0000,"O","LUM",2.1992900,"nan",6503.4500,7.4317900e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.8806100,0.0087562300,2166.8400,2.4076000
"IRAS 18303-0519",278.25200,-5.2899800,"IRAS 18303-0519","extreme",1,0,0,0,"--",18.000000,-5.0000000,22.000000,5.0000000,85,"E","M",1988.0000,"O","LUM",1.9491400,"nan",1000.0000,1.1652400e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.75730900,0.00084145400,298.60200,0.33178000
"IRAS 18327-0715",278.87500,-7.2195000,"OH 24.7 -0.2","extreme",0,0,0,1,"--",18.000000,-7.0000000,0.060000000,0.060000000,90,"B","I",2003.0000,"O","LUM",2.0942300,"nan",4472.1400,2.0283100e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.1359300,0.0012621400,503.02800,0.55892100
"IRAS 18348-0526",279.38500,-5.3998100,"V* V437 Sct","extreme",0,0,0,1,"--",18.000000,-5.0000000,0.090000000,0.080000000,173,"B","I",2003.0000,"O","LUM",0.76924100,"nan",4472.1400,4.0244300e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,20.246100,0.022495700,8484.0000,9.4266600
"IRAS 18376-0500",280.08800,-4.9542100,"OH 27.3 +0.2","extreme",0,0,0,1,"--",18.000000,-4.0000000,0.0000000,0.0000000,0,"D","I",2010.0000,"O","LUM",1.6374300,"nan",1000.0000,2.3300000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.0243400,0.0022492700,972.05600,1.0800600
"IRAS 18385-0617",280.30300,-6.2507000,"V* V438 Sct","extreme",0,0,0,1,"--",18.000000,-6.0000000,0.0000000,0.0000000,0,"D","",2004.0000,"O","LUM",2.0055700,"nan",1077.7700,1.8145600e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.1129600,0.0012366200,479.87700,0.53319700
"IRAS 18431-0403",281.45100,-4.0129700,"V* V439 Sct","extreme",0,0,0,1,"--",18.000000,-4.0000000,0.080000000,0.060000000,0,"B","I",2003.0000,"O","LUM",1.5838600,"nan",7554.3200,1.0544700e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.5322800,0.0017025400,401.13200,0.44570200
"IRAS 18437-0643",281.61500,-6.6761000,"V* V440 Sct","extreme",1,0,0,0,"--",18.000000,-6.0000000,0.0000000,0.0000000,0,"D","O",2003.0000,"O","LUM",2.1890300,"nan",4149.4400,2.5400000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.8595100,0.0020661200,603.01500,0.67001600
"IRAS 18445-0238",281.78900,-2.5935600,"V* V1361 Aql","extreme",0,0,0,1,"--",18.000000,-2.0000000,0.060000000,0.060000000,90,"B","I",2003.0000,"O","LUM",1.4969300,"nan",1349.2800,1.6713400e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.6078900,0.0017865500,780.46700,0.86718600
"IRAS 18450-0148",281.92000,-1.7540400,"OH 31.0 +0.0","extreme",0,0,0,1,"--",18.000000,-1.0000000,0.30000000,0.30000000,90,"C","M",2009.0000,"O","LUM",1.7089100,"nan",2114.7400,3.8126600e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",1,0,4.3900800,0.0048778700,1611.0700,1.7900800
"IRAS 18458-0213",282.12000,-2.1678100,"IRAS 18458-0213","extreme",0,0,0,1,"--",18.000000,-2.0000000,0.080000000,0.080000000,45,"B","N",2003.0000,"O","LUM",1.9984000,"nan",1077.7700,2.4194100e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.4647700,0.0016275200,682.60000,0.75844500
"IRAS 18460-0254",282.16800,-2.8431500,"V* V1362 Aql","extreme",0,0,0,1,"--",18.000000,-2.0000000,0.0000000,0.0000000,0,"C","N",2012.0000,"O","LUM",1.2622800,"nan",4149.4400,4.9700000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.4261200,0.0071401300,4058.8400,4.5098200
"IRAS 18467-4802",282.62200,-47.986400,"IRAS 18467-4802","extreme",0,0,1,0,"--",18.000000,-47.000000,0.090000000,0.080000000,0,"B","N",2003.0000,"O","LUM",0.90026700,"nan",8141.8100,1.3388200e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.2431700,0.0058257500,1653.5000,1.8372200
"IRAS 18502-0253",283.22800,-2.8236700,"NSV 11461","extreme",1,0,0,0,"--",18.000000,-2.0000000,19.000000,4.0000000,82,"E","M",1988.0000,"O","LUM",1.9355300,"nan",2647.4900,1.4219900e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.5745600,0.0017495100,384.55300,0.42728100
"IRAS 18535+0726",283.98700,7.5078000,"OH 40.1 +2.4","extreme",1,0,0,0,"--",18.000000,7.0000000,0.070000000,0.060000000,0,"B","N",2003.0000,"O","LUM",1.9595400,"nan",1000.0000,1.4565600e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.91556800,0.0010173000,386.15900,0.42906500
"IRAS 18560+0638",284.62500,6.7155300,"V* V1366 Aql","extreme",0,0,0,1,"--",18.000000,6.0000000,0.070000000,0.060000000,0,"B","N",2003.0000,"O","MASER",0.70000000,"0.14",1820.5600,1.4238900e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.0421200,0.0067134600,2944.8000,3.2720000
"IRAS 18595+0107",285.51300,1.1943600,"IRAS 18595+0107","extreme",1,0,0,0,"--",19.000000,1.0000000,0.0000000,0.0000000,0,"D","I",2010.0000,"O","LUM",1.1327400,"nan",1000.0000,7.5740800e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,12.983100,0.014425600,8356.3300,9.2848100
"IRAS 19117+1107",288.53600,11.207400,"V* V1369 Aql","extreme",0,0,0,1,"--",19.000000,11.000000,0.0000000,0.0000000,0,"D","O",2003.0000,"O","LUM",0.86278500,"nan",1820.5600,3.5375500e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",1,0,14.827000,0.016474400,5777.2100,6.4191200
"IRAS 19161+2343",289.56100,23.823900,"RAFGL 2362","extreme",1,0,0,0,"--",19.000000,23.000000,0.080000000,0.080000000,90,"B","",2003.0000,"O","LUM",1.4630400,"nan",4819.9300,2.0889900e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.2826500,0.0036473900,1067.8000,1.1864500
"IRAS 19178-2620",290.23400,-26.243200,"[LFO93] 1917-26","extreme",1,0,0,0,"--",19.000000,-26.000000,0.060000000,0.060000000,90,"B","N",2003.0000,"O","LUM",1.6374400,"nan",9457.4200,1.0115200e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.4015300,0.0015572600,357.04100,0.39671300
"IRAS 19244+1115",291.69900,11.354100,"IRC +10420","extreme",1,0,0,0,"--",19.000000,11.000000,0.090000000,0.080000000,97,"B","I",2003.0000,"O","LUM",0.40334500,"nan",2647.4900,1.4219900e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",2,1,36.257900,0.040286600,8855.2800,9.8392100
"IRAS 19283+1944",292.62400,19.844500,"OH 55.0 +0.7","extreme",0,0,0,1,"--",19.000000,19.000000,0.11000000,0.11000000,90,"B","",2003.0000,"O","LUM",1.5442200,"nan",6503.4500,1.1135300e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.0877900,0.0012086600,450.51000,0.50056600
"IRAS 19288+2923",292.71000,29.499100,"IRAS 19285+0517","extreme",1,0,0,0,"--",19.000000,29.000000,0.060000000,0.060000000,90,"B","",2003.0000,"O","LUM",2.4107600,"nan",2853.3900,3.9366500e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.6647900,0.0029608800,841.24800,0.93472100
"IRAS 19327+3024",293.68700,30.515700,"HD 184738","extreme",1,0,0,0,"--",19.000000,30.000000,0.0000000,0.0000000,0,"A","O",2016.0000,"O","LUM",1.4520100,"nan",7009.2200,5.7865200e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,14.851200,0.016501300,3681.6400,4.0907200
"IRAS 19352+2030",294.34800,20.615200,"RAFGL 5408S","extreme",0,0,0,1,"--",19.000000,20.000000,0.060000000,0.060000000,90,"B","",2003.0000,"O","LUM",2.1751800,"nan",1000.0000,1.4565600e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.74302900,0.00082558800,313.38900,0.34821000
"IRAS 19374+2359",294.89700,24.106900,"IRAS 19374+2359","extreme",0,0,0,1,"--",19.000000,24.000000,0.090000000,0.060000000,0,"B","I",2003.0000,"O","LUM",2.2842400,"nan",1000.0000,1.7478700e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",7,2,0.79605800,0.00088450900,353.67800,0.39297500
"IRAS 19396+1637",295.48700,16.744100,"NOVA Sge 1975","extreme",1,0,0,0,"--",19.000000,16.000000,0.060000000,0.060000000,90,"B","I",2003.0000,"O","LUM",1.4102100,"nan",7009.2200,1.0800000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.5917600,0.0028797400,520.52600,0.57836200
"IRAS 19422+3506",296.02900,35.235300,"RAFGL 2445","extreme",1,0,0,0,"--",19.000000,35.000000,0.060000000,0.060000000,90,"B","",2003.0000,"O","LUM",1.1084400,"nan",2853.3900,1.9683300e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.6818100,0.0074242300,1732.1000,1.9245600
"IRAS 19566+3423",299.63300,34.525500,"IRAS 19566+3423","extreme",1,0,0,0,"--",19.000000,34.000000,0.12000000,0.11000000,80,"B","",2003.0000,"O","LUM",2.0969200,"nan",1077.7700,1.2100000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",1,0,0.70521200,0.00078356900,269.85700,0.29984100
"IRAS 19597+3327A",300.41000,33.593500,"2MASX J20013735+3335282","extreme",1,0,0,0,"--",20.000000,33.000000,0.0000000,0.0000000,0,"B","I",2006.0000,"O","LUM",0.55025600,"nan",1000.0000,7.5740800e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,55.018700,0.061132000,35411.700,39.346300
"IRAS 20002+3322",300.55700,33.522200,"IRAS 20002+3322","extreme",1,0,0,0,"--",20.000000,33.000000,25.000000,3.0000000,67,"E","M",1988.0000,"O","LUM",1.1857600,"nan",1000.0000,1.4255800e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.89869300,0.00099854800,1027.7200,1.1419200
"IRAS 20015+3019",300.89600,30.465200,"V* V719 Cyg","extreme",0,0,0,1,"--",20.000000,30.000000,0.29000000,0.29000000,90,"B","",2003.0000,"O","LUM",1.2714700,"nan",2114.7400,2.9081600e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.3344800,0.0025938700,2102.8600,2.3365100
"IRAS 20028+3910",301.14600,39.310600,"IRAS 20028+3910","extreme",1,0,0,0,"--",20.000000,39.000000,0.070000000,0.060000000,176,"B","I",2003.0000,"O","LUM",1.8506100,"nan",8141.8100,6.4188900e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",1,0,5.1654900,0.0057394400,2566.8600,2.8520700
"IRAS 20081+2720",302.54800,27.485100,"IRAS 20081+2720","extreme",1,0,0,0,"--",20.000000,27.000000,20.000000,5.0000000,36,"E","M",1988.0000,"O","LUM",1.7422600,"nan",1077.7700,1.8145600e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.4747800,0.0016386400,635.88700,0.70654100
"IRAS 20547+0247",314.31800,2.9795100,"V* U Equ","extreme",1,0,0,0,"--",20.000000,2.0000000,0.090000000,0.060000000,0,"B","I",2003.0000,"O","LUM",2.3803500,"nan",1000.0000,1.1652400e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.50778200,0.00056420300,200.21500,0.22246100
"IRAS 21282+5050",322.49300,51.065400,"PN G093.9-00.1","extreme",0,0,0,1,"--",21.000000,51.000000,0.027000000,0.020000000,0,"B","O",2012.0000,"O","LUM",2.1212500,"nan",1161.5900,1.8838000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",2,0,1.0722500,0.0011913900,448.68100,0.49853500
"IRAS 21305+2118",323.21200,21.528500,"IRAS 21305+2118","extreme",1,0,0,0,"--",21.000000,21.000000,0.070000000,0.060000000,0,"B","N",2003.0000,"O","LUM",2.2108600,"nan",1962.1500,6.2374200e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.8384700,0.0031538600,1737.6600,1.9307300
"IRAS 21554+6204",329.24300,62.312000,"GLMP 1048","extreme",1,0,0,0,"--",21.000000,62.000000,0.11000000,0.11000000,7,"B","N",2003.0000,"O","LUM",1.8228600,"nan",4472.1400,7.1864700e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.1465300,0.0068294800,3029.6500,3.3662800
"IRAS 22133+5837",333.78600,58.876500,"V* V653 Cep","extreme",1,0,0,0,"--",22.000000,58.000000,0.060000000,0.060000000,90,"B","I",2003.0000,"O","LUM",2.3744100,"nan",1000.0000,1.0691900e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.17226100,0.00019140100,181.48200,0.20164700
"IRAS 22177+5936",334.86600,59.856000,"NSV 25875","extreme",1,0,0,0,"--",22.000000,59.000000,0.080000000,0.080000000,90,"B","I",2003.0000,"O","MASER",2.1000000,"0.42",11839.900,3.4700000e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.3326900,0.0037029900,952.73900,1.0586000
"IRAS 22540+6146",344.01400,62.048600,"2MASX J22560350+6202554","extreme",1,0,0,0,"--",22.000000,62.000000,0.0000000,0.0000000,0,"B","I",2006.0000,"O","LUM",0.48505700,"nan",1000.0000,3.7870400e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",52,0,36.497000,0.040552200,19836.000,22.040000
"IRAS 22544+6141",344.11000,61.959300,"IRAS 22544+6141","extreme",1,0,0,0,"--",22.000000,61.000000,49.000000,8.0000000,25,"E","M",1988.0000,"O","LUM",0.48792300,"nan",1000.0000,1.2830200e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.8196900,0.0053552100,5348.8100,5.9431300
"IRAS 22548+6147",344.21500,62.061900,"IRAS 22548+6147","extreme",1,0,0,0,"--",22.000000,62.000000,61.000000,9.0000000,40,"E","M",1988.0000,"O","LUM",0.48790300,"nan",1000.0000,3.1019800e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",6,0,16.666000,0.018517800,15430.500,17.145000
"IRAS 23541+7031",359.15300,70.804600,"PN M 2-56","extreme",1,0,0,0,"--",23.000000,70.000000,0.11000000,0.070000000,0,"B","I",2003.0000,"O","LUM",1.6310000,"nan",3850.0200,4.0011700e-07,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.9345500,0.0077050500,1874.1200,2.0823500
"IRAS 00042+4248",1.7207500,43.083300,"V* KU And","high",1,0,0,0,"--",0.0000000,43.000000,0.035000000,0.024000000,0,"B","O",2012.0000,"O","LUM",0.53639000,"nan",4149.4400,1.6750400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.7140000,0.0030155500,384.54600,0.42727400
"IRAS 00213+3817",6.0087900,38.577000,"V* R And","high",1,0,0,0,"--",0.0000000,38.000000,0.024000000,0.0080000000,90,"A","O",2007.0000,"S","LUM",0.42712800,"nan",4472.1400,4.8522900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.9713000,0.0033014400,137.12000,0.15235500
"IRAS 01037+1219",16.607900,12.598300,"IRC +10011","high",1,0,0,0,"--",1.0000000,12.000000,0.14000000,0.11000000,0,"B","N",2003.0000,"O","LUM",0.45196700,"nan",3850.0200,7.3652000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",2,0,8.0496600,0.0089440700,3202.4900,3.5583200
"IRAS 01159+7220",19.921800,72.609900,"V* S Cas","high",1,0,0,0,"--",1.0000000,72.000000,0.34000000,0.29000000,0,"B","I",2003.0000,"S","LUM",0.59295600,"nan",4819.9300,9.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.3211800,0.0025790900,149.87200,0.16652500
"IRAS 02168-0312",34.836700,-2.9767200,"* omi Cet","high",1,1,0,0,"--",2.0000000,-2.0000000,0.017000000,0.014000000,90,"A","O",2007.0000,"O","LUM",0.13341100,"nan",6034.1800,5.2759000e-09,"4150.0","330.0","990.0","4.85e-09","1.1e-09","1.3e-09",10826,3342,5547,0,0,0,6,91,0,"H",13,0,24.788800,0.027543100,1554.0100,1.7266700
"IRAS 02185+5622",35.528500,56.603600,"V* SU Per","high",1,0,0,0,"--",2.0000000,56.000000,0.0000000,0.0000000,0,"A","O",2016.0000,"O","LUM",0.79637800,"nan",10192.900,4.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.9000000,0.0043333300,30.999400,0.034443800
"IRAS 02192+5821",35.713000,58.585600,"V* S Per","high",1,0,0,0,"--",2.0000000,58.000000,0.018000000,0.014000000,90,"A","O",2007.0000,"O","LUM",0.58128000,"nan",4472.1400,1.5264600e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.1501500,0.0035001700,292.90800,0.32545400
"IRAS 02316+6455",38.936900,65.149400,"V* V656 Cas","high",1,0,0,0,"--",2.0000000,65.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.59600300,"nan",4819.9300,2.1331700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.1370800,0.0034856400,416.30700,0.46256300
"IRAS 02351-2711",39.348400,-26.977400,"V* UU For","high",1,0,0,0,"--",2.0000000,-26.000000,0.011000000,0.0080000000,0,"B","O",2003.0000,"O","LUM",0.57918300,"nan",7009.2200,2.1770300e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.9320600,0.0043689500,451.73700,0.50193000
"IRAS 02427-5430",41.061100,-54.301600,"V* W Hor","high",0,0,1,0,"--",2.0000000,-54.000000,0.030000000,0.028000000,0,"B","",1998.0000,"O","LUM",0.45782100,"nan",10985.600,3.6257500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,16.052000,0.017835500,84.132900,0.093481000
"IRAS 02469+5646",42.656800,56.982600,"V* W Per","high",1,0,0,0,"--",2.0000000,56.000000,0.011000000,0.010000000,90,"A","O",2007.0000,"O","LUM",0.78984400,"nan",3850.0200,1.1706300e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.4266800,0.0026963100,115.37200,0.12819100
"IRAS 02522-5005",43.466200,-49.889400,"V* R Hor","high",1,1,1,1,"--",2.0000000,-49.000000,0.0070000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.28924000,"nan",12760.700,3.8361500e-09,"1450.0","94.0","600.0","5.28e-09","3.5e-10","1.1e-09",13502,3321,3641,0,0,0,8,210,0,"H",0,0,9.6808400,0.010756500,225.54700,0.25060800
"IRAS 03030+5532",46.702500,55.735000,"V* IO Per","high",1,0,0,0,"--",3.0000000,55.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.66108900,"nan",7009.2200,2.2290000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.8764200,0.0054182500,356.69100,0.39632300
"IRAS 03170+3150",50.025300,32.021700,"V* UZ Per","high",1,0,0,0,"--",3.0000000,32.000000,0.013000000,0.010000000,90,"A","O",2007.0000,"O","LUM",0.61635600,"nan",8141.8100,3.5479000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.2007100,0.0057785700,45.225400,0.050250400
"IRAS 03229+4721",51.624300,47.530000,"V* V384 Per","high",1,0,0,0,"--",3.0000000,47.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"C","LUM",0.55957300,"nan",8128.3100,3.1864700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.5081800,0.0061202000,48.232300,0.053591500
"IRAS 03507+1115",58.369200,11.405500,"V* IK Tau","high",1,1,0,0,"--",3.0000000,11.000000,0.31000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.19306100,"nan",4819.9300,1.3927900e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",1,0,9.5709900,0.010634400,2378.7800,2.6430900
"IRAS 04140-8158",62.397100,-81.854700,"V* U Men","high",0,0,1,0,"--",4.0000000,-81.000000,0.028000000,0.022000000,90,"B","",1998.0000,"O","LUM",0.38117200,"nan",10985.600,3.8025200e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,8.8068800,0.0097854300,128.50600,0.14278500
"IRAS 04166+4056",65.011300,41.063100,"V* IR Per","high",1,0,0,0,"--",4.0000000,41.000000,0.036000000,0.034000000,0,"B","",1998.0000,"O","LUM",0.41416400,"nan",10985.600,3.4881700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,12.313900,0.013682100,98.141400,0.10904600
"IRAS 04387-3819",70.125900,-38.234600,"V* R Cae","high",1,0,1,0,"--",4.0000000,-38.000000,0.012000000,0.0080000000,90,"A","O",2007.0000,"O","LUM",0.66664300,"nan",9457.4200,4.4406900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.9735200,0.0033039100,50.609700,0.056233000
"IRAS 05052-8420",74.263400,-84.268400,"IRAS 05052-8420","high",0,0,1,0,"--",4.0000000,-84.000000,0.0090000000,0.0090000000,90,"B","O",2003.0000,"O","LUM",0.54505100,"nan",10192.900,7.7134000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.0488100,0.0033875700,146.85900,0.16317700
"IRAS 04566+5606",75.209900,56.181300,"V* TX Cam","high",1,0,0,0,"--",5.0000000,56.000000,0.29000000,0.29000000,90,"B","N",2003.0000,"O","LUM",0.30988100,"nan",4819.9300,1.2085100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.6843300,0.0052048200,778.73600,0.86526300
"IRAS 05098-6422",77.534800,-64.317700,"V* U Dor","high",0,0,1,0,"--",5.0000000,-64.000000,0.011000000,0.0080000000,89,"A","O",2007.0000,"O","LUM",0.63924100,"nan",9457.4200,7.6476300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.9011400,0.0065568200,105.67800,0.11742000
"IRAS 05151+6312",79.965600,63.264900,"V* BW Cam","high",1,0,0,0,"--",5.0000000,63.000000,0.17000000,0.17000000,90,"B","N",2003.0000,"O","LUM",0.73810000,"nan",5194.7700,2.2145700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.2045400,0.0024494800,283.92100,0.31546700
"IRAS 05351-0147",84.408200,-1.7710600,"V* X Ori","high",1,0,0,0,"--",5.0000000,-1.0000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.60843300,"nan",10192.900,3.4924900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,8.4327600,0.0093697300,45.542500,0.050602800
"IRAS 05411+6957",86.683600,69.973600,"V* BX Cam","high",1,0,0,0,"--",5.0000000,69.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.45279500,"nan",4819.9300,1.3600200e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.9449100,0.0021610100,420.27300,0.46697000
"IRAS 05559+7430",90.641800,74.507500,"V* V Cam","high",1,0,0,0,"--",6.0000000,74.000000,0.032000000,0.030000000,0,"B","",1998.0000,"O","LUM",0.55860500,"nan",5194.7700,4.4770400e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.9854300,0.0033171400,72.787900,0.080875500
"IRAS 06027-1628",91.245700,-16.484700,"* 17 Lep","high",1,0,0,0,"--",6.0000000,-16.000000,0.0020000000,0.0020000000,90,"A","O",2007.0000,"O","LUM",0.76582600,"nan",6034.1800,5.9347900e-09,"1820.0","240.0","390.0","1.48e-09","1.8e-10","2.2e-10",28816,3927,1758,0,2,0,9,278,0,"H",0,0,0.91424900,0.0010158300,54.313300,0.060348100
